3682279,4071365,1.1056644539971034
13151,152955,11.630674473424074
60164548,235411035,3.912786563276433
64570,46782,1.3802317130520285
456156,427482,1.0670765084845677
5682800,1706167,3.3307407774268287
3679902,3813122,1.0362020510328809
132593,363304,2.7399938156614603
38533448,31368581,1.2284090249412303
1232593,1415547,1.1484301793049287
178140,646648,3.6299988772875267
505902,396540,1.2757905885913148
547,783,1.4314442413162705
572643,150687,3.8002150152302456
67689216,64192670,1.0544695523647794
18708,237,78.9367088607595
45205012,226882071,5.018958318161712
297921,9805,30.384599694033657
4129328,5938796,1.4381991452362224
85174,7935,10.73396345305608
113249,160287,1.4153502459182863
129905,4309768,33.17630576190293
36838224,10536830,3.496139161398637
227581,274362,1.2055575816961872
5139,10509,2.044950379451255
38637,43814,1.133990734270259
25469,77525,3.043896501629432
20768,6354,3.268492288322317
18622,2802,6.645967166309779
205439,161589,1.2713674816973928
9096,122,74.55737704918033
126883,105971,1.1973370072944485
13743,2019,6.806835066864784
1044,221,4.723981900452489
1652,109,15.155963302752294
332,170,1.9529411764705882
562033,541323,1.038258119459177
32691,577,56.65684575389948
4143032,8710608,2.1024718129138273
734,339,2.1651917404129795
27250,2141,12.727697337692668
3314502,3185202,1.0405939717481025
13405,12348,1.0856009070294785
3573,7420,2.0766862580464593
5265213,8788372,1.6691389313214868
4545070,22670186,4.987862893200765
2361171,4398589,1.8628845602457424
7157,475,15.067368421052631
10941220,46021240,4.2062256311453385
1963202,3641532,1.8548941983555436
3439660,3791393,1.102258072018746
3776,108,34.96296296296296
4194292,3152307,1.330546802706716
104445,3959,26.38166203586764
8152,1275,6.393725490196078
15236,178,85.59550561797752
2748,322,8.53416149068323
667326,686427,1.028623191663445
2414428,4404019,1.824042381880926
3268151,4705753,1.4398823677363746
77868,7039,11.062366813467822
30711,3241,9.4757790805307
56064,497,112.80482897384306
28819,164,175.72560975609755
13675,183,74.72677595628416
11728995,10352790,1.132930833137734
43769,147,297.7482993197279
8181976,5784792,1.414394156263527
107024,113179,1.0575104649424427
36760,57154,1.5547878128400434
123452,231,534.4242424242424
236930,210458,1.125782816523962
538162,562644,1.045491877910369
15432,16043,1.0395930533955418
2425676,1107420,2.190384858499937
8906370,5078687,1.7536757039762443
3671969,2862918,1.2825966374167894
193209,85082,2.2708563503443737
3480996,7333424,2.1067027942577354
16843,2293,7.34539904055822
22282740,8494263,2.623269376048281
138027,44681,3.0891654170676572
680,5020,7.382352941176471
688359,36738,18.736975338886168
6262226,47214948,7.539642932081978
3953441,3156983,1.2522845387510797
49296968,19440635,2.535769433457292
487463,584222,1.198495065266492
37655324,28470887,1.3225904763697738
1189787,666365,1.785488433516166
14949,22110,1.479028697571744
5877170,9902475,1.6849053200775204
624568,1863977,2.9844260352755825
4491394,9813699,2.1850006924353553
186284,140433,1.3264973332478833
31578,467,67.61884368308351
6968,115,60.59130434782609
3696,4398,1.1899350649350648
570767,427512,1.3350900091693332
15303,108,141.69444444444446
3682349,4138080,1.1237609471562853
4359,20147,4.621931635696261
13403519,34033723,2.5391632600364127
5767,644,8.95496894409938
5264339,54084992,10.273842926908772
38002,1389,27.359251259899207
1750,112,15.625
70367800,67371354,1.0444765589838079
50875,14343,3.547026424039601
35179,6261,5.618750998243092
1436772,1282033,1.1206981411554928
2801,251,11.159362549800797
195652,110710,1.7672477644295908
496426,422757,1.1742584983808666
33442,2064,16.20251937984496
3201468,8236841,2.5728325255788906
24771,467,53.04282655246253
34481060,110996988,3.219071223448467
1845,2199,1.191869918699187
1751883,1026080,1.7073551769842508
2849,1575,1.808888888888889
67665,115503,1.7069829306140545
5237044,2653145,1.9739004087601695
22405,26559,1.185405043517072
4545,1290,3.5232558139534884
3684650,196452,18.755981104799137
26448,11202,2.361006963042314
30266,23898,1.266465813038748
26592,25968,1.024029574861368
293734,10359,28.355439714258132
18164,2683,6.770033544539694
12276,39250,3.1972955360052135
6810905,10421404,1.530105617388585
1853,390,4.751282051282051
10748,11665,1.0853181987346483
170074,111054,1.5314531669278009
545109,1727812,3.1696633150434135
65565736,67370556,1.0275268777582243
4393,188,23.367021276595743
37462,3360,11.149404761904762
5600532,9010098,1.6087932360711448
105132,3301351,31.40196134383442
17895,3660,4.889344262295082
8704760,10409725,1.1958658251347538
748960,7173984,9.578594317453536
7714668,33288929,4.315017703937486
38973,848,45.95872641509434
19513058,138493381,7.097471908298536
499,5195,10.410821643286573
7583504,4718029,1.607345779349809
30827196,37231184,1.207738258127661
2117,1407,1.5046197583511016
37698,1421,26.52920478536242
275,195,1.4102564102564104
6118,281,21.772241992882563
14225,477,29.82180293501048
8132794,10409581,1.2799513918586896
2720,6812,2.5044117647058823
4377800,17248713,3.940041344967792
3295,176,18.72159090909091
5997,270,22.211111111111112
974,120,8.116666666666667
142556,80559,1.7695850246403257
57315320,47893536,1.19672349938831
697834,770816,1.1045836115752456
3653285,2311800,1.5802772731205121
1441213,158220,9.108917962330931
1897,5346,2.8181338956246704
16181,16329,1.0091465298807243
335952,131012,2.564284187707996
700213,606708,1.154118620489593
383525,424437,1.1066736197118832
5573490,20610124,3.6978848082619686
3025,708,4.272598870056497
118178,246792,2.088307468395133
268030,789508,2.945595642278849
356435,47675,7.476350288411117
23356122,64381521,2.7565158719414122
904029,18177,49.73477471529955
347727,567425,1.631811737368683
27250,1449,18.80607315389924
2628910,9971705,3.7930948568037706
2988406,3758126,1.257568750698533
2244,1209,1.8560794044665012
4776922,2874642,1.6617450103352
242055,7260,33.34090909090909
636707,411876,1.5458706018316193
25350,8435,3.005334914048607
692,466,1.4849785407725322
4047920,14216557,3.512064714717682
571427,389502,1.4670707724222212
849830,957201,1.1263440923478814
20344,51397,2.526395988989383
4694092,7760480,1.6532441204816608
3528306,2317140,1.5226986716383129
124592,5928,21.017543859649123
7963,1853,4.2973556395035075
66654920,235419514,3.53191503342889
27632,92425,3.3448537927041113
161098,94122,1.7115870890971292
4958,4533,1.0937568938892566
367152,163074,2.251444129658928
1400814,771903,1.8147539263353039
2204181,193481,11.39223489644978
14506,228,63.62280701754386
2679753,2015217,1.3297590284321739
15666,10740,1.458659217877095
2111612,6380823,3.021778148637155
2919,519,5.624277456647399
27628,6054,4.563594317806409
5011808,7905285,1.5773319728130049
5169572,25101901,4.855701980744247
33890,36090,1.0649159043965772
9839,3353,2.9343871160155084
8743,214,40.85514018691589
9107,8851,1.0289232855044628
4046302,2977067,1.3591571838994554
3771,15721,4.1689207106868205
4799415,19076161,3.9746846230217643
36033704,217080679,6.0243787038934435
15952086,43472661,2.725202271351847
460,564,1.2260869565217392
6435,1899,3.3886255924170614
18295,7441,2.4586749092863864
46097656,162608591,3.5274806814472304
315333,407944,1.2936926994637414
129717,3961,32.74854834637718
4302296,2193124,1.9617203587211667
1500,131,11.450381679389313
536,248,2.161290322580645
299666,228327,1.3124422429235263
6598938,8091473,1.2261780607728092
508467,281214,1.8081141052721414
2604991,1267707,2.0548841333210275
121757,179324,1.472802385078476
89,234,2.6292134831460676
34015900,28229472,1.204978258183504
1745560,185981,9.385689936068738
1368157,908814,1.505431254360078
5945830,9156919,1.5400573174813272
984618,1408481,1.4304847158999734
64344,22325,2.8821500559910413
90736,4854,18.69303667078698
4375784,8893651,2.032470295608741
23470,32907,1.4020877716233489
3431578,4072820,1.186865051588511
2569,117,21.957264957264957
23180,17676,1.3113826657614844
82557,59991,1.3761564234635195
247,164,1.5060975609756098
3268138,6558168,2.0066986155419384
2152,1407,1.5294953802416489
29214,5952,4.908266129032258
25404284,76562411,3.0137598445994382
1529058,893607,1.711107903138628
4381618,13774930,3.1437998474536117
322669,329741,1.0219171968797747
878845,1400541,1.59361548395906
1817,278,6.5359712230215825
3504512,4072931,1.162196334325578
789681,208179,3.793278860980214
1234394,1985672,1.6086209103414306
877549,1023948,1.166827151532279
305618,617268,2.019737057372275
935178,1129496,1.2077871806222986
